comment_text,actual_label,risk_score,recommended_action,predicted_label_05
These are construtive changes. You are just a troll.,0,0.5305418706876053,Human Review,1
"Oh my god...

You are so gullible.

adds you to Gullible Wikipedians list*

I cannot believe you actually fell for this.

HA!

- S-man",0,0.5293938089676365,Human Review,1
"hey im cattygirl, i know that you are John. where do you live sweety? i think i like you",0,0.5262403857029253,Human Review,1
"PSC talk page 

That argument had nothing to do with you, so keep your little nose out of it.  People like you are always trying to get into other people's business.  Don't make me get started on you, either.  Understand, tough guy?",0,0.5260186592143851,Human Review,1
"Man, Restrain Yourself
Do you think that wikipedia is your own page?  You are very new boy in wikipedia. Do you want to ban/delete my account/adress ? ))))))) Hahaha It's technically impossible. Restrain yourself.",0,0.5246288960636516,Human Review,1
"Aw. Little InaMaka got tired of playing. Wikipedia is so boring without you. Hugs and kisses. Your BFF,",0,0.5219921185535545,Human Review,1
"Oh hear me go someone removes all my pages i get angry and put down even more for beuing upset Use your common sense you little hitler he rem,oved every one of my links and i am supposed to be kind to him why? What about his uuncivial nature. Why dio none of you have any understanding. He goes on my pages onsults my work, supports a deletetion of all my pages orbpablry did them, and i am supposed to be kind to him. I did not swear at him,. ai am argoibng back. You are not the police. I have right to be angry back. i have not sworn, alittle hitler is not a swear word it refers to petty law enforcers such as park attendetns or traffic wardens who go after people with a vindictive smugness with no sympathy",0,0.5208653453939325,Human Review,1
"Seriously 

Seriously dude, quit it, you're going to get our school banned. And when we get b&, we get Party V&.",0,0.5181519737186251,Human Review,1
How dare you call my edits nonsense.  I'll see you pay for that...,0,0.5169363577929091,Human Review,1
You really need a life dude.,0,0.5155091722111543,Human Review,1
Cheers? Shhheshhh. Who says that these days? Were you a loser in high school?,0,0.5153919469306151,Human Review,1
"==
I IDOLIZE YOU MAN!!!",0,0.5149210159921458,Human Review,1
"what you are leaving on the Halloween page is a lie 

it is because people like you that the world has problems. You know there is a line that drops a pawn but you wish to possess all the chess pages. You allow sources that you yourself deem reliable which are equally webpages and you seem to have too much time on your hands that you are this compulsive about changing the material. Regardless of weather you found some other fool to agree with you. My material is already known I was only trying to correct a blunder. You know its a blunder and you lie and list it as a refutation because you are stubborn. You will live with yourself and liars like you will control pages this is why the content of so many things in life are low(not just chess). Because everyone can only keep up with the lowest common denominator such as yourself. So ban me. But don't ever forget these words. The world can not move at a pace faster than the lowest common denominator and the lowest common denominator lies. When you allow the truth, the world will be a better place. You will not say something is refuted when its not. You should really look at my analysis. Its very beautiful. I have worked on it all my life. You can allow a lie on any page but the one thing you can never change in this world is the truth. I will not be reading your response so don't bother. Just take it and realize you are the lowest common denominator. That you allow sources at your discretion because you do not like me. I will not be back to respond. Have fun with your page, it does not make you a better player but its all you have got. Until you stop lying. 166.137.88.42",0,0.5142440892422794,Human Review,1
"""

I would argue that Whitemanners is a seriously disturbed individual. It is clear from his """"contributions"""" not only to this discussion, but also on my own talk page that he is clearly attempting to stir shit among anti-cult contributors. I suggest this, because I find it hard to believe that even a cult member could seriously consider those """"contributions"""" to be anything except a pathetic excuse at a joke.  """,0,0.51194829559823,Human Review,1
"You would 

you know you would.

hands off!",0,0.5112991667069952,Human Review,1
"""

""""Monkey hanger"""" is not an insult

""",0,0.5086964302093622,Human Review,1
"""

 You have no shame, you should admit that you are biased. After 3 organizing methods with the same result your lame excuses are a joke. 

BTW you wrote """"nationalistic"""" not me.
  """,0,0.5085768671157066,Human Review,1
"Gosh, you must be really depressed, considering she won the court case, and was remunerated by the Pakistan Government, which effectively acknowledged that it was true.  She was examined by a doctor, you idiot.  And it must be really frustrating to see her use the money for charity, and to help poor people, and get awards.  I bet you are *terribly* jealous.

We are still waiting for the 'informations' you are going to put forth (taps foot).",0,0.506009785284433,Human Review,1
"""

Honestly, that was not """"threats of harassment"""", maybe it sounds like it... but you don't know about the actual situation and what happened in the past. GVnayR is a very """"dangerous"""" Wikipedian, I can deepen it. I'm editing Wikipedia since 2010 and I can say that he is the lamest, weirdest, most """"dangerous"""", etc. In my opinion being blocked indefinitely because of this is not fair (1~2 months is more fair). Sadly, blocking this user Hydao (who always fought against vandalism and addition of nonsense things) will not solve the problem. Sooner, the user GVnayR will start adding completely stupid and nonsense things on Wikipedia, which is unacceptable. I will continue fighting against vandalism and nonsense stuff (added by losers/nolifers like GVnayR), with or without """"Hydao"""". Now you are thinking: """"Hydao, you are insulting a user by calling """"loser and no-lifer"""", but that's not an insult, it's just the reality. A high-functioning autistic who doesn't work, doesn't have a job, doesn't have friends, use the government pension to buy PlayStation games and pay the Internet bill, someone who spend his days/months/years doing NOTHING useful (except making frequently STUPID edits on Wikipedia and wasting other ppl PRECIOUS time...) is a big loser who needs a LIFE LESSON. I don't mind if this """"Hydao"""" is blocked, the only thing I know is that GVnayR needs an """"ULTIMATE LESSON"""". Well, at least I can say that Hydao """"died"""" or is """"dying"""" for a decent/noble cause.   """,0,0.505392861050102,Human Review,1
"Before Attitude Increases due to lack of Blood in Brain 

Whatever your personal feelings you are nothing more than a communist who want to own your own board and are using illicit tactics.  I have been on the net for over a decade and have seen a lot of attitude, and you need to take your attitude home and understand that in the United States of America your way of life is based upon despots, censorship, and hate.  Moron.  The subject is Heaven and you believe God has no part of Heaven.  Does your friends know what kind of anti-faith atheist you are in  a public message board?  Please tell me you are someone who swore an oath to the Constitution for the United States, since you would believe in your little power plays versus actual faith and truth in the source of the American Way of Life.",0,0.5050779940604576,Human Review,1
jesus christ get a life man,0,0.505065908438703,Human Review,1
"To Richard 

Oh and also, I find some of the words you use at your classmates disgusting. Say anything like that again and I'll have Ming tell your head teacher.",0,0.5046800457666473,Human Review,1
"Thomas W
 Don't bother telling him anything. He'll cry to his butt buddy Bishonen, who happens to have admin powers. 24.153.216.129",0,0.5019680964657315,Human Review,1
